iter	Passed	Remaining
646	840	458
647	841	457
648	842	455
649	843	454
650	844	452
651	844	450
652	845	449
653	846	447
654	847	446
655	848	444
656	849	443
657	850	441
658	851	440
659	851	438
660	852	437
661	853	435
662	854	434
663	855	432
664	856	431
665	857	430
666	858	428
667	859	427
668	860	425
669	861	424
670	862	422
671	863	421
672	864	420
673	865	418
674	866	417
675	867	415
676	868	414
677	869	412
678	870	411
679	871	409
680	871	408
681	872	406
682	873	405
683	874	404
684	875	402
685	876	401
686	877	399
687	877	398
688	878	396
689	879	395
690	880	393
691	881	392
692	881	390
693	882	389
694	883	387
695	884	386
696	884	384
697	885	383
698	886	381
699	887	380
700	888	378
701	889	377
702	889	375
703	890	374
704	891	373
705	891	371
706	892	369
707	893	368
708	894	366
709	894	365
710	895	364
711	896	362
712	896	361
713	897	359
714	898	358
715	899	356
716	899	355
717	900	353
718	901	352
719	902	350
720	903	349
721	903	348
722	904	346
723	905	345
724	906	343
725	906	342
726	907	340
727	908	339
728	909	337
729	909	336
730	910	335
731	911	333
732	911	332
733	912	330
734	913	329
735	914	327
736	915	326
737	915	325
738	916	323
739	917	322
740	918	321
741	919	319
742	920	318
743	921	316
744	921	315
745	922	314
746	923	312
747	924	311
748	925	310
749	926	308
750	926	307
751	927	305
752	928	304
753	929	303
754	930	301
755	931	300
756	932	299
757	932	297
758	933	296
759	934	295
760	935	293
761	936	292
762	937	291
763	937	289
764	938	288
765	939	287
766	940	285
767	941	284
768	942	282
769	942	281
770	943	280
771	944	278
772	945	277
773	946	276
774	947	274
775	948	273
776	948	272
777	949	271
778	950	269
779	951	268
780	952	267
781	953	265
782	953	264
783	954	263
784	955	261
785	956	260
786	957	259
787	958	257
788	958	256
789	959	255
790	960	253
791	961	252
792	962	251
793	963	249
794	964	248
795	964	247
796	965	245
797	966	244
798	967	243
799	968	242
800	969	240
801	969	239
802	970	238
803	971	236
804	972	235
805	973	234
806	974	233
807	975	231
808	975	230
809	976	229
810	977	227
811	978	226
812	979	225
813	980	223
814	981	222
815	981	221
816	982	220
817	983	218
818	984	217
819	985	216
820	985	214
821	986	213
822	987	212
823	988	211
824	989	209
825	990	208
826	990	207
827	991	206
828	992	204
829	993	203
830	994	202
831	995	200
832	995	199
833	996	198
834	997	197
835	998	195
836	999	194
837	1000	193
838	1001	192
839	1001	190
840	1002	189
841	1003	188
842	1004	187
843	1005	185
844	1006	184
845	1006	183
846	1007	182
847	1008	180
848	1009	179
849	1010	178
850	1011	177
851	1012	175
852	1012	174
853	1013	173
854	1014	172
855	1015	170
856	1016	169
857	1017	168
858	1018	167
859	1018	165
860	1019	164
861	1020	163
862	1021	162
863	1022	160
864	1023	159
865	1023	158
866	1024	157
867	1025	155
868	1026	154
869	1027	153
870	1028	152
871	1029	151
872	1030	149
873	1030	148
874	1031	147
875	1032	146
876	1033	144
877	1034	143
878	1035	142
879	1035	141
880	1036	140
881	1037	138
882	1038	137
883	1039	136
884	1040	135
885	1041	133
886	1041	132
887	1042	131
888	1043	130
889	1044	129
890	1046	127
891	1047	126
892	1048	125
893	1049	124
894	1050	123
895	1051	122
896	1052	120
897	1053	119
898	1054	118
899	1055	117
900	1056	116
901	1057	114
902	1057	113
903	1058	112
904	1060	111
905	1060	110
906	1061	108
907	1062	107
908	1063	106
909	1064	105
910	1065	104
911	1065	102
912	1066	101
913	1067	100
914	1068	99
915	1069	98
916	1070	96
917	1071	95
918	1072	94
919	1073	93
920	1074	92
921	1075	90
922	1076	89
923	1077	88
924	1077	87
925	1078	86
926	1079	85
927	1080	83
928	1081	82
929	1082	81
930	1083	80
931	1084	79
932	1085	77
933	1086	76
934	1087	75
935	1088	74
936	1088	73
937	1089	72
938	1090	70
939	1091	69
940	1092	68
941	1093	67
942	1094	66
943	1095	64
944	1096	63
945	1097	62
946	1098	61
947	1098	60
948	1099	59
949	1100	57
950	1101	56
951	1102	55
952	1103	54
953	1103	53
954	1104	52
955	1105	50
956	1106	49
957	1107	48
958	1107	47
959	1108	46
960	1109	45
961	1110	43
962	1111	42
963	1111	41
964	1112	40
965	1113	39
966	1114	38
967	1115	36
968	1116	35
969	1117	34
970	1117	33
971	1118	32
972	1119	31
973	1120	29
974	1121	28
975	1121	27
976	1122	26
977	1123	25
978	1124	24
979	1125	22
980	1125	21
981	1126	20
982	1127	19
983	1128	18
984	1129	17
985	1130	16
986	1130	14
987	1131	13
988	1133	12
989	1134	11
990	1134	10
991	1135	9
992	1136	8
993	1137	6
994	1138	5
995	1138	4
996	1139	3
997	1140	2
998	1141	1
999	1142	0
